,country_name,industry_group_name,year,skill_name,impt_rank
72,Australia,Energy & Mining,2015,Commissioning,3
73,Australia,Energy & Mining,2015,Safety Management Systems,4
74,Australia,Energy & Mining,2015,Iron Ore,5
75,Australia,Energy & Mining,2015,Mineral Processing,6
76,Australia,Energy & Mining,2015,Gas,7
77,Australia,Energy & Mining,2015,Maintenance Management,8
78,Australia,Energy & Mining,2015,Petroleum,9
79,Australia,Energy & Mining,2015,Coal,10
80,Australia,Entertainment,2015,Entertainment,1
81,Australia,Entertainment,2015,Television,2
82,Australia,Entertainment,2015,Broadcasting,3
83,Australia,Entertainment,2015,Film,4
84,Australia,Entertainment,2015,Video Production,5
85,Australia,Entertainment,2015,Digital Media,6
86,Australia,Entertainment,2015,Video,7
87,Australia,Entertainment,2015,Media Production,8
88,Australia,Entertainment,2015,Film Production,9
89,Australia,Entertainment,2015,Video Post-Production,10
90,Australia,Finance,2015,Financial Services,1
91,Australia,Finance,2015,Business Relationship Management,2
92,Australia,Finance,2015,Stakeholder Management,3
93,Australia,Finance,2015,Portfolio Management,4
94,Australia,Finance,2015,Risk Management,5
95,Australia,Finance,2015,Banking,6
96,Australia,Finance,2015,Retail Banking,7
97,Australia,Finance,2015,Financial Risk,8
98,Australia,Finance,2015,Loans,9
99,Australia,Finance,2015,Superannuation,10
100,Australia,Hardware & Networking,2015,Stakeholder Management,1
101,Australia,Hardware & Networking,2015,Managed Services,2
102,Australia,Hardware & Networking,2015,Telecommunications,3
103,Australia,Hardware & Networking,2015,Project Delivery,4
104,Australia,Hardware & Networking,2015,Service Delivery,5
105,Australia,Hardware & Networking,2015,Wireless Technologies,6
106,Australia,Hardware & Networking,2015,Voice over IP (VoIP),7
107,Australia,Hardware & Networking,2015,Vendor Management,8
108,Australia,Hardware & Networking,2015,Internet Protocol (IP),9
109,Australia,Hardware & Networking,2015,Mobile Devices,10
110,Australia,Health Care,2015,Healthcare,1
111,Australia,Health Care,2015,Hospitals,2
112,Australia,Health Care,2015,Healthcare Management,3
113,Australia,Health Care,2015,Clinical Research,4
114,Australia,Health Care,2015,Patient Safety,5
115,Australia,Health Care,2015,Nursing,6
116,Australia,Health Care,2015,Healthcare Information Technology (HIT),7
117,Australia,Health Care,2015,Public Health,8
118,Australia,Health Care,2015,Medicine,9
119,Australia,Health Care,2015,Mental Health,10
120,Australia,Legal,2015,Alternative Dispute Resolution,1
121,Australia,Legal,2015,Dispute Resolution,2
122,Australia,Legal,2015,Legal Research,3
123,Australia,Legal,2015,Legal Writing,4
124,Australia,Legal,2015,Legal Advice,5
125,Australia,Legal,2015,Litigation,6
126,Australia,Legal,2015,Legal Assistance,7
127,Australia,Legal,2015,Commercial Litigation,8
128,Australia,Legal,2015,Civil Litigation,9
129,Australia,Legal,2015,Mediation,10
130,Australia,Manufacturing,2015,Continuous Improvement,1
131,Australia,Manufacturing,2015,Manufacturing,2
132,Australia,Manufacturing,2015,Automotive,3
133,Australia,Manufacturing,2015,Engineering,4
134,Australia,Manufacturing,2015,Commissioning,5
135,Australia,Manufacturing,2015,Product Development,6
136,Australia,Manufacturing,2015,Operations Management,7
137,Australia,Manufacturing,2015,Lean Manufacturing,8
138,Australia,Manufacturing,2015,Project Engineering,9
139,Australia,Manufacturing,2015,Account Management,10
140,Australia,Media & Communications,2015,Digital Media,1
141,Australia,Media & Communications,2015,Digital Marketing,2
142,Australia,Media & Communications,2015,Digital Strategy,3
143,Australia,Media & Communications,2015,Copywriting,4
144,Australia,Media & Communications,2015,Social Media Marketing,5
145,Australia,Media & Communications,2015,Advertising,6
146,Australia,Media & Communications,2015,Online Advertising,7
147,Australia,Media & Communications,2015,Integrated Marketing,8
148,Australia,Media & Communications,2015,Email Marketing,9
149,Australia,Media & Communications,2015,Online Marketing,10
150,Australia,Nonprofit,2015,Nonprofit Organizations,1
151,Australia,Nonprofit,2015,Community Engagement,2
152,Australia,Nonprofit,2015,Community Development,3
153,Australia,Nonprofit,2015,Stakeholder Engagement,4
154,Australia,Nonprofit,2015,Volunteer Management,5
155,Australia,Nonprofit,2015,Leadership Development,6
156,Australia,Nonprofit,2015,Case Management,7
157,Australia,Nonprofit,2015,Community Outreach,8
158,Australia,Nonprofit,2015,Public Policy,9
159,Australia,Nonprofit,2015,Fundraising,10
160,Australia,Public Administration,2015,Stakeholder Engagement,1
161,Australia,Public Administration,2015,Stakeholder Management,2
162,Australia,Public Administration,2015,Government,3
163,Australia,Public Administration,2015,Community Engagement,4
164,Australia,Public Administration,2015,Public Policy,5
165,Australia,Public Administration,2015,Local Government,6
166,Australia,Public Administration,2015,Public Sector,7
167,Australia,Public Administration,2015,Community Development,8
168,Australia,Public Administration,2015,Policy Analysis,9
169,Australia,Public Administration,2015,Change Management,10
170,Australia,Public Safety,2015,Emergency Management,1
171,Australia,Public Safety,2015,Military,2
172,Australia,Public Safety,2015,Defense,3
173,Australia,Public Safety,2015,Public Safety,4
174,Australia,Public Safety,2015,Government,5
175,Australia,Public Safety,2015,Military Operations,6
176,Australia,Public Safety,2015,Law Enforcement,7
177,Australia,Public Safety,2015,Command,8
178,Australia,Public Safety,2015,Investigation,9
179,Australia,Public Safety,2015,Police,10
180,Australia,Real Estate,2015,Investment Properties,1
181,Australia,Real Estate,2015,Property Management,2
182,Australia,Real Estate,2015,Real Estate Development,3
183,Australia,Real Estate,2015,Residential Real Estate,4
184,Australia,Real Estate,2015,Real Estate,5
185,Australia,Real Estate,2015,Real Estate Transactions,6
186,Australia,Real Estate,2015,Working with Investors,7
187,Australia,Real Estate,2015,Sellers,8
188,Australia,Real Estate,2015,Commercial Real Estate,9
189,Australia,Real Estate,2015,Rentals,10
190,Australia,Recreation & Travel,2015,Hospitality Management,1
191,Australia,Recreation & Travel,2015,Hotel Management,2
192,Australia,Recreation & Travel,2015,Hospitality,3
193,Australia,Recreation & Travel,2015,Food & Beverage,4
194,Australia,Recreation & Travel,2015,Restaurant Management,5
195,Australia,Recreation & Travel,2015,Tourism,6
196,Australia,Recreation & Travel,2015,Catering,7
197,Australia,Recreation & Travel,2015,Airlines,8
198,Australia,Recreation & Travel,2015,Event Management,9
199,Australia,Recreation & Travel,2015,Aviation,10
200,Australia,Retail,2015,Retail,1
201,Australia,Retail,2015,Merchandising,2
202,Australia,Retail,2015,Visual Merchandising,3
203,Australia,Retail,2015,Store Management,4
204,Australia,Retail,2015,Inventory Management,5
205,Australia,Retail,2015,Retail Sales,6
206,Australia,Retail,2015,Time Management,7
207,Australia,Retail,2015,Loss Prevention,8
208,Australia,Retail,2015,Inventory Control,9
209,Australia,Retail,2015,Fashion,10
210,Australia,Software & IT Services,2015,Requirements Analysis,1
211,Australia,Software & IT Services,2015,Software Development Life Cycle (SDLC),2
212,Australia,Software & IT Services,2015,Solution Architecture,3
213,Australia,Software & IT Services,2015,Stakeholder Management,4
214,Australia,Software & IT Services,2015,Cloud Computing,5
215,Australia,Software & IT Services,2015,Integration,6
216,Australia,Software & IT Services,2015,Agile Methodologies,7
217,Australia,Software & IT Services,2015,Project Delivery,8
218,Australia,Software & IT Services,2015,Business Analysis,9
219,Australia,Software & IT Services,2015,IT Strategy,10
220,Australia,Transportation & Logistics,2015,Transportation,1
221,Australia,Transportation & Logistics,2015,Freight,2
222,Australia,Transportation & Logistics,2015,Transportation Management,3
223,Australia,Transportation & Logistics,2015,Logistics Management,4
224,Australia,Transportation & Logistics,2015,Operations Management,5
225,Australia,Transportation & Logistics,2015,Warehouse Operations,6
226,Australia,Transportation & Logistics,2015,Shipping,7
227,Australia,Transportation & Logistics,2015,Third-Party Logistics (3PL),8
228,Australia,Transportation & Logistics,2015,Supply Chain Management,9
229,Australia,Transportation & Logistics,2015,Freight Forwarding,10
230,Australia,Wellness & Fitness,2015,Wellness,1
231,Australia,Wellness & Fitness,2015,Fitness,2
232,Australia,Wellness & Fitness,2015,Nutrition,3
233,Australia,Wellness & Fitness,2015,Holistic Health,4
234,Australia,Wellness & Fitness,2015,Wellness Coaching,5
235,Australia,Wellness & Fitness,2015,Strength Training,6
236,Australia,Wellness & Fitness,2015,Rehabilitation,7
237,Australia,Wellness & Fitness,2015,Pain Management,8
238,Australia,Wellness & Fitness,2015,Fitness Training,9
239,Australia,Wellness & Fitness,2015,Personal Training,10
240,Brazil,Agriculture,2015,Agribusiness,1
241,Brazil,Agriculture,2015,Agriculture,2
242,Brazil,Agriculture,2015,Agronomy,3
243,Brazil,Agriculture,2015,5S,4
244,Brazil,Agriculture,2015,Portuguese,5
245,Brazil,Agriculture,2015,SAP Products,6
246,Brazil,Agriculture,2015,Operating Systems,7
247,Brazil,Agriculture,2015,Crop Protection,8
248,Brazil,Agriculture,2015,Business Planning,9
249,Brazil,Agriculture,2015,Microsoft Project,10
250,Brazil,Arts,2015,Photography,1
251,Brazil,Arts,2015,Art,2
252,Brazil,Arts,2015,Digital Photography,3
253,Brazil,Arts,2015,Portrait Photography,4
254,Brazil,Arts,2015,Visual Arts,5
255,Brazil,Arts,2015,Event Photography,6
256,Brazil,Arts,2015,Commercial Photography,7
257,Brazil,Arts,2015,Adobe Lightroom,8
258,Brazil,Arts,2015,Theatre,9
259,Brazil,Arts,2015,Fine Art,10
260,Brazil,Construction,2015,Microsoft Project,1
261,Brazil,Construction,2015,Construction,2
262,Brazil,Construction,2015,Civil Engineering,3
263,Brazil,Construction,2015,AutoCAD,4
264,Brazil,Construction,2015,Operating Systems,5
265,Brazil,Construction,2015,5S,6
266,Brazil,Construction,2015,Engineering,7
267,Brazil,Construction,2015,Construction Site Management,8
268,Brazil,Construction,2015,Portuguese,9
269,Brazil,Construction,2015,DOS,10
270,Brazil,Consumer Goods,2015,5S,1
271,Brazil,Consumer Goods,2015,Operating Systems,2
272,Brazil,Consumer Goods,2015,SAP Products,3
273,Brazil,Consumer Goods,2015,Portuguese,4
274,Brazil,Consumer Goods,2015,DOS,5
275,Brazil,Consumer Goods,2015,Market Planning,6
276,Brazil,Consumer Goods,2015,PDCA Cycle,7
277,Brazil,Consumer Goods,2015,Trade Marketing,8
278,Brazil,Consumer Goods,2015,Business Planning,9
279,Brazil,Consumer Goods,2015,Kaizen,10
280,Brazil,Corporate Services,2015,Portuguese,1
281,Brazil,Corporate Services,2015,Operating Systems,2
282,Brazil,Corporate Services,2015,DOS,3
283,Brazil,Corporate Services,2015,5S,4
284,Brazil,Corporate Services,2015,Microsoft Project,5
285,Brazil,Corporate Services,2015,SAP Products,6
286,Brazil,Corporate Services,2015,Enterprise Resource Planning (ERP),7
287,Brazil,Corporate Services,2015,Team Leadership,8
288,Brazil,Corporate Services,2015,Business Planning,9
289,Brazil,Corporate Services,2015,Windows,10
290,Brazil,Design,2015,SketchUp,1
291,Brazil,Design,2015,Architecture,2
292,Brazil,Design,2015,CorelDRAW,3
293,Brazil,Design,2015,AutoCAD,4
294,Brazil,Design,2015,Adobe Illustrator,5
295,Brazil,Design,2015,Interior Design,6
296,Brazil,Design,2015,Architectural Design,7
297,Brazil,Design,2015,Revit,8
298,Brazil,Design,2015,Graphic Design,9
299,Brazil,Design,2015,Adobe InDesign,10
300,Brazil,Education,2015,Portuguese,1
301,Brazil,Education,2015,Operating Systems,2
302,Brazil,Education,2015,Higher Education,3
303,Brazil,Education,2015,Teaching,4
304,Brazil,Education,2015,DOS,5
305,Brazil,Education,2015,Spanish,6
306,Brazil,Education,2015,Science,7
307,Brazil,Education,2015,English,8
308,Brazil,Education,2015,University Teaching,9
309,Brazil,Education,2015,E-Learning,10
310,Brazil,Energy & Mining,2015,5S,1
311,Brazil,Energy & Mining,2015,Microsoft Project,2
312,Brazil,Energy & Mining,2015,PDCA Cycle,3
313,Brazil,Energy & Mining,2015,SAP Products,4
314,Brazil,Energy & Mining,2015,Operating Systems,5
315,Brazil,Energy & Mining,2015,Mining,6
316,Brazil,Energy & Mining,2015,Engineering,7
317,Brazil,Energy & Mining,2015,ISO Standards,8
318,Brazil,Energy & Mining,2015,Portuguese,9
319,Brazil,Energy & Mining,2015,Petroleum,10
320,Brazil,Entertainment,2015,Television,1
321,Brazil,Entertainment,2015,Cinema,2
322,Brazil,Entertainment,2015,Video,3
323,Brazil,Entertainment,2015,Digital Media,4
324,Brazil,Entertainment,2015,Video Production,5
325,Brazil,Entertainment,2015,Digital Marketing,6
326,Brazil,Entertainment,2015,Film,7
327,Brazil,Entertainment,2015,Entertainment,8
328,Brazil,Entertainment,2015,Journalism,9
329,Brazil,Entertainment,2015,Film Production,10
330,Brazil,Finance,2015,Portuguese,1
331,Brazil,Finance,2015,Operating Systems,2
332,Brazil,Finance,2015,Banking,3
333,Brazil,Finance,2015,DOS,4
334,Brazil,Finance,2015,Financial Markets,5
335,Brazil,Finance,2015,Credit Risk,6
336,Brazil,Finance,2015,Risk Management,7
337,Brazil,Finance,2015,Portfolio Management,8
338,Brazil,Finance,2015,Corporate Finance,9
339,Brazil,Finance,2015,Capital Markets,10
340,Brazil,Hardware & Networking,2015,Operating Systems,1
341,Brazil,Hardware & Networking,2015,Telecommunications,2
342,Brazil,Hardware & Networking,2015,DOS,3
343,Brazil,Hardware & Networking,2015,Voice over IP (VoIP),4
344,Brazil,Hardware & Networking,2015,Wireless Technologies,5
345,Brazil,Hardware & Networking,2015,Internet Protocol (IP),6
346,Brazil,Hardware & Networking,2015,Portuguese,7
347,Brazil,Hardware & Networking,2015,GSM,8
348,Brazil,Hardware & Networking,2015,ITIL,9
349,Brazil,Hardware & Networking,2015,Multiprotocol Label Switching (MPLS),10
350,Brazil,Health Care,2015,Hospitals,1
351,Brazil,Health Care,2015,Healthcare,2
352,Brazil,Health Care,2015,Operating Systems,3
353,Brazil,Health Care,2015,Clinical Research,4
354,Brazil,Health Care,2015,Product Launch,5
355,Brazil,Health Care,2015,Portuguese,6
356,Brazil,Health Care,2015,Market Planning,7
357,Brazil,Health Care,2015,Pharmaceutical Sales,8
358,Brazil,Health Care,2015,Medicine,9
359,Brazil,Health Care,2015,Pharmaceutics,10
360,Brazil,Legal,2015,Court Proceedings,1
361,Brazil,Legal,2015,Legal Advice,2
362,Brazil,Legal,2015,Civil Litigation,3
363,Brazil,Legal,2015,Corporate Law,4
364,Brazil,Legal,2015,Legal Assistance,5
365,Brazil,Legal,2015,Legal Writing,6
366,Brazil,Legal,2015,Legal Research,7
367,Brazil,Legal,2015,Portuguese,8
368,Brazil,Legal,2015,Trade Law,9
369,Brazil,Legal,2015,Consumer Law,10
370,Brazil,Manufacturing,2015,5S,1
371,Brazil,Manufacturing,2015,Kaizen,2
372,Brazil,Manufacturing,2015,Continuous Improvement,3
373,Brazil,Manufacturing,2015,ISO Standards,4
374,Brazil,Manufacturing,2015,Lean Manufacturing,5
375,Brazil,Manufacturing,2015,Six Sigma,6
376,Brazil,Manufacturing,2015,PDCA Cycle,7
377,Brazil,Manufacturing,2015,SAP Products,8
378,Brazil,Manufacturing,2015,Operating Systems,9
379,Brazil,Manufacturing,2015,Failure Mode and Effects Analysis (FMEA),10
380,Brazil,Media & Communications,2015,Digital Marketing,1
381,Brazil,Media & Communications,2015,Portuguese,2
382,Brazil,Media & Communications,2015,Advertising,3
383,Brazil,Media & Communications,2015,Online Advertising,4
384,Brazil,Media & Communications,2015,Social Marketing,5
385,Brazil,Media & Communications,2015,Digital Media,6
386,Brazil,Media & Communications,2015,Operating Systems,7
387,Brazil,Media & Communications,2015,Journalism,8
388,Brazil,Media & Communications,2015,Digital Strategy,9
389,Brazil,Media & Communications,2015,Marketing Strategy,10
390,Brazil,Nonprofit,2015,Portuguese,1
391,Brazil,Nonprofit,2015,Operating Systems,2
392,Brazil,Nonprofit,2015,DOS,3
393,Brazil,Nonprofit,2015,Microsoft Project,4
394,Brazil,Nonprofit,2015,5S,5
395,Brazil,Nonprofit,2015,Windows,6
396,Brazil,Nonprofit,2015,English,7
397,Brazil,Nonprofit,2015,Spanish,8
398,Brazil,Nonprofit,2015,Business Planning,9
399,Brazil,Nonprofit,2015,Team Leadership,10
400,Brazil,Public Administration,2015,Portuguese,1
401,Brazil,Public Administration,2015,Court Proceedings,2
402,Brazil,Public Administration,2015,Civil Litigation,3
403,Brazil,Public Administration,2015,Legal Writing,4
404,Brazil,Public Administration,2015,Operating Systems,5
405,Brazil,Public Administration,2015,Legal Advice,6
406,Brazil,Public Administration,2015,Corporate Law,7
407,Brazil,Public Administration,2015,Legal Research,8
408,Brazil,Public Administration,2015,Legal Assistance,9
409,Brazil,Public Administration,2015,DOS,10
410,Brazil,Public Safety,2015,Military,1
411,Brazil,Public Safety,2015,Command,2
412,Brazil,Public Safety,2015,Military Operations,3
413,Brazil,Public Safety,2015,Operating Systems,4
414,Brazil,Public Safety,2015,Portuguese,5
415,Brazil,Public Safety,2015,Army,6
416,Brazil,Public Safety,2015,Defense,7
417,Brazil,Public Safety,2015,Security,8
418,Brazil,Public Safety,2015,Microsoft Project,9
419,Brazil,Public Safety,2015,Windows,10
420,Brazil,Real Estate,2015,Real Estate,1
421,Brazil,Real Estate,2015,Portuguese,2
422,Brazil,Real Estate,2015,Real Estate Transactions,3
423,Brazil,Real Estate,2015,Real Estate Development,4
424,Brazil,Real Estate,2015,Operating Systems,5
425,Brazil,Real Estate,2015,Investment Properties,6
426,Brazil,Real Estate,2015,DOS,7
427,Brazil,Real Estate,2015,Business Planning,8
428,Brazil,Real Estate,2015,Residential Real Estate,9
429,Brazil,Real Estate,2015,Microsoft Project,10
430,Brazil,Recreation & Travel,2015,Portuguese,1
431,Brazil,Recreation & Travel,2015,Tourism,2
432,Brazil,Recreation & Travel,2015,Operating Systems,3
433,Brazil,Recreation & Travel,2015,Aviation,4
434,Brazil,Recreation & Travel,2015,Airlines,5
435,Brazil,Recreation & Travel,2015,Hotel Management,6
436,Brazil,Recreation & Travel,2015,Airports,7
437,Brazil,Recreation & Travel,2015,Commercial Aviation,8
438,Brazil,Recreation & Travel,2015,Civil Aviation,9
439,Brazil,Recreation & Travel,2015,DOS,10
440,Brazil,Retail,2015,Operating Systems,1
441,Brazil,Retail,2015,Portuguese,2
442,Brazil,Retail,2015,Retail,3
443,Brazil,Retail,2015,Market Planning,4
444,Brazil,Retail,2015,Business Planning,5
445,Brazil,Retail,2015,Team Leadership,6
446,Brazil,Retail,2015,DOS,7
447,Brazil,Retail,2015,Enterprise Resource Planning (ERP),8
448,Brazil,Retail,2015,Sales Management,9
449,Brazil,Retail,2015,SAP Products,10
450,Brazil,Software & IT Services,2015,Operating Systems,1
451,Brazil,Software & IT Services,2015,DOS,2
452,Brazil,Software & IT Services,2015,ITIL,3
453,Brazil,Software & IT Services,2015,Unified Modeling Language (UML),4
454,Brazil,Software & IT Services,2015,SQL,5
455,Brazil,Software & IT Services,2015,Microsoft SQL Server,6
456,Brazil,Software & IT Services,2015,Enterprise Resource Planning (ERP),7
457,Brazil,Software & IT Services,2015,Scrum,8
458,Brazil,Software & IT Services,2015,Business Intelligence (BI),9
459,Brazil,Software & IT Services,2015,Oracle Database,10
460,Brazil,Transportation & Logistics,2015,Logistics Management,1
461,Brazil,Transportation & Logistics,2015,Transportation,2
462,Brazil,Transportation & Logistics,2015,5S,3
463,Brazil,Transportation & Logistics,2015,Operating Systems,4
464,Brazil,Transportation & Logistics,2015,Supply Chain Management,5
465,Brazil,Transportation & Logistics,2015,DOS,6
466,Brazil,Transportation & Logistics,2015,SAP Products,7
467,Brazil,Transportation & Logistics,2015,Portuguese,8
468,Brazil,Transportation & Logistics,2015,Warehouse Operations,9
469,Brazil,Transportation & Logistics,2015,Enterprise Resource Planning (ERP),10
470,Brazil,Wellness & Fitness,2015,Healthcare,1
471,Brazil,Wellness & Fitness,2015,Hospitals,2
472,Brazil,Wellness & Fitness,2015,Portuguese,3
473,Brazil,Wellness & Fitness,2015,Clinical Research,4
474,Brazil,Wellness & Fitness,2015,Wellness,5
475,Brazil,Wellness & Fitness,2015,Medicine,6
476,Brazil,Wellness & Fitness,2015,Operating Systems,7
477,Brazil,Wellness & Fitness,2015,Healthcare Management,8
478,Brazil,Wellness & Fitness,2015,Fitness,9
479,Brazil,Wellness & Fitness,2015,Physical Therapy,10
480,Canada,Agriculture,2015,Agriculture,1
481,Canada,Agriculture,2015,Agribusiness,2
482,Canada,Agriculture,2015,Farms,3
483,Canada,Agriculture,2015,Sustainable Agriculture,4
484,Canada,Agriculture,2015,Agronomy,5
485,Canada,Agriculture,2015,Horticulture,6
486,Canada,Agriculture,2015,Crop Protection,7
487,Canada,Agriculture,2015,Dairy Products,8
488,Canada,Agriculture,2015,Crop,9
489,Canada,Agriculture,2015,Food Industry,10
490,Canada,Arts,2015,Art,1
491,Canada,Arts,2015,Fine Art,2
492,Canada,Arts,2015,Visual Arts,3
493,Canada,Arts,2015,Contemporary Art,4
494,Canada,Arts,2015,Photography,5
495,Canada,Arts,2015,Painting,6
496,Canada,Arts,2015,Portrait Photography,7
497,Canada,Arts,2015,Digital Photography,8
498,Canada,Arts,2015,Drawing,9
499,Canada,Arts,2015,Mixed Media,10
500,Canada,Construction,2015,Contractors,1
501,Canada,Construction,2015,Construction,2
502,Canada,Construction,2015,Construction Management,3
503,Canada,Construction,2015,Construction Safety,4
504,Canada,Construction,2015,Renovation,5
505,Canada,Construction,2015,Contract Management,6
506,Canada,Construction,2015,Project Estimation,7
507,Canada,Construction,2015,Subcontracting,8
508,Canada,Construction,2015,Process Scheduler,9
509,Canada,Construction,2015,Contract Negotiation,10
510,Canada,Consumer Goods,2015,Retail,1
511,Canada,Consumer Goods,2015,Merchandising,2
512,Canada,Consumer Goods,2015,Inventory Management,3
513,Canada,Consumer Goods,2015,Time Management,4
514,Canada,Consumer Goods,2015,Fashion,5
515,Canada,Consumer Goods,2015,Visual Merchandising,6
516,Canada,Consumer Goods,2015,Food & Beverage,7
517,Canada,Consumer Goods,2015,Apparel,8
518,Canada,Consumer Goods,2015,Consumer Products,9
519,Canada,Consumer Goods,2015,Retail Sales,10
520,Canada,Corporate Services,2015,Time Management,1
521,Canada,Corporate Services,2015,Coaching,2
522,Canada,Corporate Services,2015,Income Tax,3
523,Canada,Corporate Services,2015,Corporate Tax,4
524,Canada,Corporate Services,2015,Financial Reporting,5
525,Canada,Corporate Services,2015,QuickBooks,6
526,Canada,Corporate Services,2015,Financial Accounting,7
527,Canada,Corporate Services,2015,Tax,8
528,Canada,Corporate Services,2015,Accounting,9
529,Canada,Corporate Services,2015,Generally Accepted Accounting Principles (GAAP),10
530,Canada,Design,2015,Design Research,1
531,Canada,Design,2015,Space Planning,2
532,Canada,Design,2015,Sustainable Design,3
533,Canada,Design,2015,Adobe InDesign,4
534,Canada,Design,2015,Adobe Creative Suite,5
535,Canada,Design,2015,Interior Design,6
536,Canada,Design,2015,Construction Drawings,7
537,Canada,Design,2015,Adobe Illustrator,8
538,Canada,Design,2015,Architectural Drawings,9
539,Canada,Design,2015,SketchUp,10
540,Canada,Education,2015,Curriculum Development,1
541,Canada,Education,2015,Higher Education,2
542,Canada,Education,2015,Lesson Planning,3
543,Canada,Education,2015,Educational Leadership,4
544,Canada,Education,2015,Classroom Management,5
545,Canada,Education,2015,Teaching,6
546,Canada,Education,2015,Educational Technology,7
547,Canada,Education,2015,Community Outreach,8
548,Canada,Education,2015,Staff Development,9
549,Canada,Education,2015,Tutoring,10
550,Canada,Energy & Mining,2015,Petroleum,1
551,Canada,Energy & Mining,2015,Gas,2
552,Canada,Energy & Mining,2015,Oil & Gas,3
553,Canada,Energy & Mining,2015,Energy Industry,4
554,Canada,Energy & Mining,2015,Upstream,5
555,Canada,Energy & Mining,2015,Energy,6
556,Canada,Energy & Mining,2015,Natural Gas,7
557,Canada,Energy & Mining,2015,Pipelines,8
558,Canada,Energy & Mining,2015,Onshore Operations,9
559,Canada,Energy & Mining,2015,Supervisory Skills,10
560,Canada,Entertainment,2015,Entertainment,1
561,Canada,Entertainment,2015,Television,2
562,Canada,Entertainment,2015,Film,3
563,Canada,Entertainment,2015,Video,4
564,Canada,Entertainment,2015,Video Production,5
565,Canada,Entertainment,2015,Broadcasting,6
566,Canada,Entertainment,2015,Video Post-Production,7
567,Canada,Entertainment,2015,Film Production,8
568,Canada,Entertainment,2015,Feature Films,9
569,Canada,Entertainment,2015,Music,10
570,Canada,Finance,2015,Mutual Funds,1
571,Canada,Finance,2015,Investments,2
572,Canada,Finance,2015,Financial Services,3
573,Canada,Finance,2015,Credit,4
574,Canada,Finance,2015,Banking,5
575,Canada,Finance,2015,Insurance,6
576,Canada,Finance,2015,Portfolio Management,7
