,country_code,country_name,industry_group_id,industry_group_name,year_2,skill_change
206,br,Brazil,19,Hardware & Networking,2018,0.186086198
207,br,Brazil,19,Hardware & Networking,2019,0.291059395
208,br,Brazil,19,Hardware & Networking,2020,0.435387388
209,br,Brazil,19,Hardware & Networking,2021,0.505492137
210,br,Brazil,12,Health Care,2016,0.01679026
211,br,Brazil,12,Health Care,2017,0.110372356
212,br,Brazil,12,Health Care,2018,0.160708545
213,br,Brazil,12,Health Care,2019,0.25348718
214,br,Brazil,12,Health Care,2020,0.47954286
215,br,Brazil,12,Health Care,2021,0.547964904
216,br,Brazil,9,Legal,2016,0.007602741
217,br,Brazil,9,Legal,2017,0.060201986
218,br,Brazil,9,Legal,2018,0.065644493
219,br,Brazil,9,Legal,2019,0.148651221
220,br,Brazil,9,Legal,2020,0.232349458
221,br,Brazil,9,Legal,2021,0.324482495
222,br,Brazil,10,Manufacturing,2016,0.007373364
223,br,Brazil,10,Manufacturing,2017,0.057128256
224,br,Brazil,10,Manufacturing,2018,0.080202246
225,br,Brazil,10,Manufacturing,2019,0.170735139
226,br,Brazil,10,Manufacturing,2020,0.333926465
227,br,Brazil,10,Manufacturing,2021,0.37448647
228,br,Brazil,11,Media & Communications,2016,0.02065518
229,br,Brazil,11,Media & Communications,2017,0.104286036
230,br,Brazil,11,Media & Communications,2018,0.163730399
231,br,Brazil,11,Media & Communications,2019,0.269046876
232,br,Brazil,11,Media & Communications,2020,0.271000425
233,br,Brazil,11,Media & Communications,2021,0.337688869
234,br,Brazil,13,Nonprofit,2016,0.023245648
235,br,Brazil,13,Nonprofit,2017,0.174714037
236,br,Brazil,13,Nonprofit,2018,0.247837384
237,br,Brazil,13,Nonprofit,2019,0.246977875
238,br,Brazil,13,Nonprofit,2020,0.341644936
239,br,Brazil,13,Nonprofit,2021,0.386366067
240,br,Brazil,20,Public Administration,2016,0.019808625
241,br,Brazil,20,Public Administration,2017,0.108692526
242,br,Brazil,20,Public Administration,2018,0.154857078
243,br,Brazil,20,Public Administration,2019,0.181570394
244,br,Brazil,20,Public Administration,2020,0.265609238
245,br,Brazil,20,Public Administration,2021,0.322475927
246,br,Brazil,21,Public Safety,2016,0.02537611
247,br,Brazil,21,Public Safety,2017,0.114784435
248,br,Brazil,21,Public Safety,2018,0.144147736
249,br,Brazil,21,Public Safety,2019,0.201773061
250,br,Brazil,21,Public Safety,2020,0.27183887
251,br,Brazil,21,Public Safety,2021,0.398555663
252,br,Brazil,22,Real Estate,2016,0.014152624
253,br,Brazil,22,Real Estate,2017,0.1228735
254,br,Brazil,22,Real Estate,2018,0.178139836
255,br,Brazil,22,Real Estate,2019,0.244299927
256,br,Brazil,22,Real Estate,2020,0.346662744
257,br,Brazil,22,Real Estate,2021,0.418068855
258,br,Brazil,14,Recreation & Travel,2016,0.018461412
259,br,Brazil,14,Recreation & Travel,2017,0.131892408
260,br,Brazil,14,Recreation & Travel,2018,0.178225218
261,br,Brazil,14,Recreation & Travel,2019,0.256812573
262,br,Brazil,14,Recreation & Travel,2020,0.32779075
263,br,Brazil,14,Recreation & Travel,2021,0.411443479
264,br,Brazil,24,Retail,2016,0.013152265
265,br,Brazil,24,Retail,2017,0.16950373
266,br,Brazil,24,Retail,2018,0.254674505
267,br,Brazil,24,Retail,2019,0.352494048
268,br,Brazil,24,Retail,2020,0.448842584
269,br,Brazil,24,Retail,2021,0.500661923
270,br,Brazil,8,Software & IT Services,2016,0.014746812
271,br,Brazil,8,Software & IT Services,2017,0.113625762
272,br,Brazil,8,Software & IT Services,2018,0.194812033
273,br,Brazil,8,Software & IT Services,2019,0.294326081
274,br,Brazil,8,Software & IT Services,2020,0.400352181
275,br,Brazil,8,Software & IT Services,2021,0.410229622
276,br,Brazil,15,Transportation & Logistics,2016,0.009217753
277,br,Brazil,15,Transportation & Logistics,2017,0.081750266
278,br,Brazil,15,Transportation & Logistics,2018,0.129453508
279,br,Brazil,15,Transportation & Logistics,2019,0.222516079
280,br,Brazil,15,Transportation & Logistics,2020,0.477525548
281,br,Brazil,15,Transportation & Logistics,2021,0.429601049
282,br,Brazil,23,Wellness & Fitness,2016,0.01515551
283,br,Brazil,23,Wellness & Fitness,2017,0.087017726
284,br,Brazil,23,Wellness & Fitness,2018,0.132366437
285,br,Brazil,23,Wellness & Fitness,2019,0.210289929
286,br,Brazil,23,Wellness & Fitness,2020,0.380636118
287,br,Brazil,23,Wellness & Fitness,2021,0.454662358
288,ca,Canada,1,Agriculture,2016,0.031946254
289,ca,Canada,1,Agriculture,2017,0.11101431
290,ca,Canada,1,Agriculture,2018,0.113246943
291,ca,Canada,1,Agriculture,2019,0.202055194
292,ca,Canada,1,Agriculture,2020,0.23103741
293,ca,Canada,1,Agriculture,2021,0.299446136
294,ca,Canada,2,Arts,2016,0.011669458
295,ca,Canada,2,Arts,2017,0.0619034
296,ca,Canada,2,Arts,2018,0.101729235
297,ca,Canada,2,Arts,2019,0.147031775
298,ca,Canada,2,Arts,2020,0.191490127
299,ca,Canada,2,Arts,2021,0.185642588
300,ca,Canada,3,Construction,2016,0.007957117
301,ca,Canada,3,Construction,2017,0.058461752
302,ca,Canada,3,Construction,2018,0.097078354
303,ca,Canada,3,Construction,2019,0.184117462
304,ca,Canada,3,Construction,2020,0.259673664
305,ca,Canada,3,Construction,2021,0.304053653
306,ca,Canada,4,Consumer Goods,2016,0.019739443
307,ca,Canada,4,Consumer Goods,2017,0.081541619
308,ca,Canada,4,Consumer Goods,2018,0.098968998
309,ca,Canada,4,Consumer Goods,2019,0.208454102
310,ca,Canada,4,Consumer Goods,2020,0.299359855
311,ca,Canada,4,Consumer Goods,2021,0.340598838
312,ca,Canada,5,Corporate Services,2016,0.015348801
313,ca,Canada,5,Corporate Services,2017,0.060760327
314,ca,Canada,5,Corporate Services,2018,0.09090048
315,ca,Canada,5,Corporate Services,2019,0.187641207
316,ca,Canada,5,Corporate Services,2020,0.229961018
317,ca,Canada,5,Corporate Services,2021,0.243122763
318,ca,Canada,17,Design,2016,0.013399202
319,ca,Canada,17,Design,2017,0.068052761
320,ca,Canada,17,Design,2018,0.098252963
321,ca,Canada,17,Design,2019,0.174415073
322,ca,Canada,17,Design,2020,0.218384305
323,ca,Canada,17,Design,2021,0.243650123
324,ca,Canada,6,Education,2016,0.013540028
325,ca,Canada,6,Education,2017,0.079858164
326,ca,Canada,6,Education,2018,0.117277132
327,ca,Canada,6,Education,2019,0.209492689
328,ca,Canada,6,Education,2020,0.274519441
329,ca,Canada,6,Education,2021,0.280744163
330,ca,Canada,16,Energy & Mining,2016,0.012309759
331,ca,Canada,16,Energy & Mining,2017,0.038005765
332,ca,Canada,16,Energy & Mining,2018,0.069669508
333,ca,Canada,16,Energy & Mining,2019,0.168651374
334,ca,Canada,16,Energy & Mining,2020,0.265629486
335,ca,Canada,16,Energy & Mining,2021,0.335471901
336,ca,Canada,18,Entertainment,2016,0.01063207
337,ca,Canada,18,Entertainment,2017,0.056702305
338,ca,Canada,18,Entertainment,2018,0.083692076
339,ca,Canada,18,Entertainment,2019,0.157629034
340,ca,Canada,18,Entertainment,2020,0.191968266
341,ca,Canada,18,Entertainment,2021,0.212556026
342,ca,Canada,7,Finance,2016,0.0081252
343,ca,Canada,7,Finance,2017,0.04348622
344,ca,Canada,7,Finance,2018,0.072858667
345,ca,Canada,7,Finance,2019,0.146142461
346,ca,Canada,7,Finance,2020,0.235604986
347,ca,Canada,7,Finance,2021,0.259686853
348,ca,Canada,19,Hardware & Networking,2016,0.011985724
349,ca,Canada,19,Hardware & Networking,2017,0.076635304
350,ca,Canada,19,Hardware & Networking,2018,0.123576676
351,ca,Canada,19,Hardware & Networking,2019,0.259729752
352,ca,Canada,19,Hardware & Networking,2020,0.505167539
353,ca,Canada,19,Hardware & Networking,2021,0.437985034
354,ca,Canada,12,Health Care,2016,0.007350239
355,ca,Canada,12,Health Care,2017,0.034719464
356,ca,Canada,12,Health Care,2018,0.054379857
357,ca,Canada,12,Health Care,2019,0.144042637
358,ca,Canada,12,Health Care,2020,0.211337762
359,ca,Canada,12,Health Care,2021,0.266066335
360,ca,Canada,9,Legal,2016,0.007565554
361,ca,Canada,9,Legal,2017,0.039455838
362,ca,Canada,9,Legal,2018,0.09320085
363,ca,Canada,9,Legal,2019,0.184969293
364,ca,Canada,9,Legal,2020,0.211621057
365,ca,Canada,9,Legal,2021,0.22614624
366,ca,Canada,10,Manufacturing,2016,0.010398554
367,ca,Canada,10,Manufacturing,2017,0.051206435
368,ca,Canada,10,Manufacturing,2018,0.077068554
369,ca,Canada,10,Manufacturing,2019,0.181337196
370,ca,Canada,10,Manufacturing,2020,0.265841746
371,ca,Canada,10,Manufacturing,2021,0.309717745
372,ca,Canada,11,Media & Communications,2016,0.015119995
373,ca,Canada,11,Media & Communications,2017,0.069348717
374,ca,Canada,11,Media & Communications,2018,0.094405204
375,ca,Canada,11,Media & Communications,2019,0.174518976
376,ca,Canada,11,Media & Communications,2020,0.216365385
377,ca,Canada,11,Media & Communications,2021,0.221577203
378,ca,Canada,13,Nonprofit,2016,0.011616669
379,ca,Canada,13,Nonprofit,2017,0.053734708
380,ca,Canada,13,Nonprofit,2018,0.067574299
381,ca,Canada,13,Nonprofit,2019,0.174430431
382,ca,Canada,13,Nonprofit,2020,0.2751121
383,ca,Canada,13,Nonprofit,2021,0.288170814
384,ca,Canada,20,Public Administration,2016,0.010448291
385,ca,Canada,20,Public Administration,2017,0.041915523
386,ca,Canada,20,Public Administration,2018,0.060812074
387,ca,Canada,20,Public Administration,2019,0.166750259
388,ca,Canada,20,Public Administration,2020,0.265953421
389,ca,Canada,20,Public Administration,2021,0.293975875
390,ca,Canada,21,Public Safety,2016,0.010235025
391,ca,Canada,21,Public Safety,2017,0.049692852
392,ca,Canada,21,Public Safety,2018,0.061989686
393,ca,Canada,21,Public Safety,2019,0.111319249
394,ca,Canada,21,Public Safety,2020,0.195231005
395,ca,Canada,21,Public Safety,2021,0.241515677
396,ca,Canada,22,Real Estate,2016,0.007733317
397,ca,Canada,22,Real Estate,2017,0.038572563
398,ca,Canada,22,Real Estate,2018,0.118918706
399,ca,Canada,22,Real Estate,2019,0.143197927
400,ca,Canada,22,Real Estate,2020,0.237990636
401,ca,Canada,22,Real Estate,2021,0.315769699
402,ca,Canada,14,Recreation & Travel,2016,0.018388241
403,ca,Canada,14,Recreation & Travel,2017,0.099065587
404,ca,Canada,14,Recreation & Travel,2018,0.123797643
405,ca,Canada,14,Recreation & Travel,2019,0.243572845
406,ca,Canada,14,Recreation & Travel,2020,0.333546729
407,ca,Canada,14,Recreation & Travel,2021,0.396262063
408,ca,Canada,24,Retail,2016,0.016515692
409,ca,Canada,24,Retail,2017,0.078473339
410,ca,Canada,24,Retail,2018,0.083076308
411,ca,Canada,24,Retail,2019,0.18765841
412,ca,Canada,24,Retail,2020,0.302866191
413,ca,Canada,24,Retail,2021,0.383284855
414,ca,Canada,8,Software & IT Services,2016,0.015827256
415,ca,Canada,8,Software & IT Services,2017,0.088286048
416,ca,Canada,8,Software & IT Services,2018,0.1254213
417,ca,Canada,8,Software & IT Services,2019,0.221456832
418,ca,Canada,8,Software & IT Services,2020,0.300751652
419,ca,Canada,8,Software & IT Services,2021,0.326090116
420,ca,Canada,15,Transportation & Logistics,2016,0.007287923
421,ca,Canada,15,Transportation & Logistics,2017,0.049516849
422,ca,Canada,15,Transportation & Logistics,2018,0.082115829
423,ca,Canada,15,Transportation & Logistics,2019,0.184668627
424,ca,Canada,15,Transportation & Logistics,2020,0.278128062
425,ca,Canada,15,Transportation & Logistics,2021,0.338558559
426,ca,Canada,23,Wellness & Fitness,2016,0.011343603
427,ca,Canada,23,Wellness & Fitness,2017,0.063018634
428,ca,Canada,23,Wellness & Fitness,2018,0.088137154
429,ca,Canada,23,Wellness & Fitness,2019,0.173444389
430,ca,Canada,23,Wellness & Fitness,2020,0.180052081
431,ca,Canada,23,Wellness & Fitness,2021,0.250408578
432,cn,China,1,Agriculture,2016,0.060316494
433,cn,China,1,Agriculture,2017,0.215924451
434,cn,China,1,Agriculture,2018,0.319215359
435,cn,China,1,Agriculture,2019,0.612881573
436,cn,China,1,Agriculture,2020,0.680076806
437,cn,China,1,Agriculture,2021,0.661696904
438,cn,China,2,Arts,2016,0.056118674
439,cn,China,2,Arts,2017,0.185904868
440,cn,China,2,Arts,2018,0.153220593
441,cn,China,2,Arts,2019,0.284918055
442,cn,China,2,Arts,2020,0.451580212
443,cn,China,2,Arts,2021,0.391390705
444,cn,China,3,Construction,2016,0.054761924
445,cn,China,3,Construction,2017,0.259092616
446,cn,China,3,Construction,2018,0.32180683
447,cn,China,3,Construction,2019,0.425317219
448,cn,China,3,Construction,2020,0.540982852
449,cn,China,3,Construction,2021,0.510723906
450,cn,China,4,Consumer Goods,2016,0.021693815
451,cn,China,4,Consumer Goods,2017,0.127098825
452,cn,China,4,Consumer Goods,2018,0.155956739
453,cn,China,4,Consumer Goods,2019,0.394368207
454,cn,China,4,Consumer Goods,2020,0.531466001
455,cn,China,4,Consumer Goods,2021,0.506483673
456,cn,China,5,Corporate Services,2016,0.035584027
457,cn,China,5,Corporate Services,2017,0.152808844
458,cn,China,5,Corporate Services,2018,0.204878495
459,cn,China,5,Corporate Services,2019,0.33047531
460,cn,China,5,Corporate Services,2020,0.437854048
461,cn,China,5,Corporate Services,2021,0.434795776
462,cn,China,17,Design,2016,0.033135787
463,cn,China,17,Design,2017,0.129771725
464,cn,China,17,Design,2018,0.132558824
465,cn,China,17,Design,2019,0.152342326
466,cn,China,17,Design,2020,0.218103266
467,cn,China,17,Design,2021,0.232729862
468,cn,China,6,Education,2016,0.02076064
469,cn,China,6,Education,2017,0.119259866
470,cn,China,6,Education,2018,0.123932243
471,cn,China,6,Education,2019,0.180141976
472,cn,China,6,Education,2020,0.251753518
473,cn,China,6,Education,2021,0.235052111
474,cn,China,16,Energy & Mining,2016,0.026498329
475,cn,China,16,Energy & Mining,2017,0.14778177
476,cn,China,16,Energy & Mining,2018,0.138257109
477,cn,China,16,Energy & Mining,2019,0.261512091
478,cn,China,16,Energy & Mining,2020,0.482902804
479,cn,China,16,Energy & Mining,2021,0.410045654
480,cn,China,18,Entertainment,2016,0.043981635
481,cn,China,18,Entertainment,2017,0.123703503
482,cn,China,18,Entertainment,2018,0.129521659
483,cn,China,18,Entertainment,2019,0.184434739
484,cn,China,18,Entertainment,2020,0.286589957
485,cn,China,18,Entertainment,2021,0.280173915
486,cn,China,7,Finance,2016,0.052044085
487,cn,China,7,Finance,2017,0.140478169
488,cn,China,7,Finance,2018,0.184233
489,cn,China,7,Finance,2019,0.331556038
490,cn,China,7,Finance,2020,0.430718073
491,cn,China,7,Finance,2021,0.440569008
492,cn,China,19,Hardware & Networking,2016,0.017947344
493,cn,China,19,Hardware & Networking,2017,0.091728422
494,cn,China,19,Hardware & Networking,2018,0.106965552
495,cn,China,19,Hardware & Networking,2019,0.171066909
496,cn,China,19,Hardware & Networking,2020,0.310371428
497,cn,China,19,Hardware & Networking,2021,0.317923352
498,cn,China,12,Health Care,2016,0.021583945
499,cn,China,12,Health Care,2017,0.076351798
500,cn,China,12,Health Care,2018,0.116570093
501,cn,China,12,Health Care,2019,0.1871448
502,cn,China,12,Health Care,2020,0.358770552
503,cn,China,12,Health Care,2021,0.324454
504,cn,China,9,Legal,2016,0.027307014
505,cn,China,9,Legal,2017,0.097499806
506,cn,China,9,Legal,2018,0.114030043
507,cn,China,9,Legal,2019,0.140544074
508,cn,China,9,Legal,2020,0.259480054
509,cn,China,9,Legal,2021,0.200191046
510,cn,China,10,Manufacturing,2016,0.029139682
511,cn,China,10,Manufacturing,2017,0.104292015
512,cn,China,10,Manufacturing,2018,0.131275372
513,cn,China,10,Manufacturing,2019,0.264820641
514,cn,China,10,Manufacturing,2020,0.435612433
515,cn,China,10,Manufacturing,2021,0.444228603
516,cn,China,11,Media & Communications,2016,0.046426219
517,cn,China,11,Media & Communications,2017,0.14129657
518,cn,China,11,Media & Communications,2018,0.154633146
519,cn,China,11,Media & Communications,2019,0.290792056
520,cn,China,11,Media & Communications,2020,0.343197463
521,cn,China,11,Media & Communications,2021,0.401553194
522,cn,China,13,Nonprofit,2016,0.080924105
523,cn,China,13,Nonprofit,2017,0.185256978
524,cn,China,13,Nonprofit,2018,0.207307697
525,cn,China,13,Nonprofit,2019,0.39730263
526,cn,China,13,Nonprofit,2020,0.553507467
527,cn,China,13,Nonprofit,2021,0.51747134
528,cn,China,20,Public Administration,2016,0.1224213
529,cn,China,20,Public Administration,2017,0.400662066
530,cn,China,20,Public Administration,2018,0.38140094
531,cn,China,20,Public Administration,2019,0.394634533
532,cn,China,20,Public Administration,2020,0.583268183
533,cn,China,20,Public Administration,2021,0.579836764
534,cn,China,22,Real Estate,2016,0.039712895
535,cn,China,22,Real Estate,2017,0.199633064
536,cn,China,22,Real Estate,2018,0.259174102
537,cn,China,22,Real Estate,2019,0.470534199
538,cn,China,22,Real Estate,2020,0.43094958
539,cn,China,22,Real Estate,2021,0.443563362
540,cn,China,14,Recreation & Travel,2016,0.02104332
541,cn,China,14,Recreation & Travel,2017,0.154601067
542,cn,China,14,Recreation & Travel,2018,0.132611051
543,cn,China,14,Recreation & Travel,2019,0.231508498
544,cn,China,14,Recreation & Travel,2020,0.385210214
