,country_code,country_name,occupation_id,occupation_name,year_2,skill_change
41,au,Australia,247,Chef,2021,0.371178527846
42,au,Australia,8,Chief Executive Officer,2016,0.0147043091322
43,au,Australia,8,Chief Executive Officer,2017,0.0611132447378
44,au,Australia,8,Chief Executive Officer,2018,0.079269515683
45,au,Australia,8,Chief Executive Officer,2019,0.148009987584
46,au,Australia,8,Chief Executive Officer,2020,0.321995577612
47,au,Australia,8,Chief Executive Officer,2021,0.223444805704
48,au,Australia,103,Co-Founder,2016,0.0378362674757
49,au,Australia,103,Co-Founder,2017,0.0847667502333
50,au,Australia,103,Co-Founder,2018,0.0937309542006
51,au,Australia,103,Co-Founder,2019,0.159716350435
52,au,Australia,103,Co-Founder,2020,0.194448595834
53,au,Australia,103,Co-Founder,2021,0.184216226183
54,au,Australia,2798,Customer Service Officer,2016,0.0646960981854
55,au,Australia,2798,Customer Service Officer,2017,0.154436012971
56,au,Australia,2798,Customer Service Officer,2018,0.139627829348
57,au,Australia,2798,Customer Service Officer,2019,0.234316693641
58,au,Australia,2798,Customer Service Officer,2020,0.284393253044
59,au,Australia,2798,Customer Service Officer,2021,0.343609304581
60,au,Australia,99,Customer Service Representative,2016,0.0360944202839
61,au,Australia,99,Customer Service Representative,2017,0.087106431818
62,au,Australia,99,Customer Service Representative,2018,0.100225221811
63,au,Australia,99,Customer Service Representative,2019,0.212836372052
64,au,Australia,99,Customer Service Representative,2020,0.286260595452
65,au,Australia,99,Customer Service Representative,2021,0.299104144076
66,au,Australia,123,Customer Service Specialist,2016,0.0441123328201
67,au,Australia,123,Customer Service Specialist,2017,0.108436830171
68,au,Australia,123,Customer Service Specialist,2018,0.0993960601532
69,au,Australia,123,Customer Service Specialist,2019,0.203638254159
70,au,Australia,123,Customer Service Specialist,2020,0.261711549349
71,au,Australia,123,Customer Service Specialist,2021,0.283634314729
72,au,Australia,340,Data Analyst,2016,0.0761254847119
73,au,Australia,340,Data Analyst,2017,0.20319794518
74,au,Australia,340,Data Analyst,2018,0.259059222015
75,au,Australia,340,Data Analyst,2019,0.411678562143
76,au,Australia,340,Data Analyst,2020,0.439454828888
77,au,Australia,340,Data Analyst,2021,0.433099543135
78,au,Australia,66,Executive Assistant,2016,0.0224354328493
79,au,Australia,66,Executive Assistant,2017,0.0903877818332
80,au,Australia,66,Executive Assistant,2018,0.14466980644
81,au,Australia,66,Executive Assistant,2019,0.329653959345
82,au,Australia,66,Executive Assistant,2020,0.264841885843
83,au,Australia,66,Executive Assistant,2021,0.365272644737
84,au,Australia,17395,Food And Beverage Assistant,2016,0.0329150523699
85,au,Australia,17395,Food And Beverage Assistant,2017,0.10145313285
86,au,Australia,17395,Food And Beverage Assistant,2018,0.112431827262
87,au,Australia,17395,Food And Beverage Assistant,2019,0.278438027253
88,au,Australia,17395,Food And Beverage Assistant,2020,0.270040719683
89,au,Australia,17395,Food And Beverage Assistant,2021,0.334546441338
90,au,Australia,1052,Food Server,2016,0.0522022834272
91,au,Australia,1052,Food Server,2017,0.121432529508
92,au,Australia,1052,Food Server,2018,0.108231715604
93,au,Australia,1052,Food Server,2019,0.179666101205
94,au,Australia,1052,Food Server,2020,0.289894902419
95,au,Australia,1052,Food Server,2021,0.277445691545
96,au,Australia,35,Founder,2016,0.0189732744359
97,au,Australia,35,Founder,2017,0.0564747483536
98,au,Australia,35,Founder,2018,0.0682639886004
99,au,Australia,35,Founder,2019,0.130621263957
100,au,Australia,35,Founder,2020,0.161778354906
101,au,Australia,35,Founder,2021,0.167045219667
102,au,Australia,17,General Manager,2016,0.0156837070556
103,au,Australia,17,General Manager,2017,0.053653125211
104,au,Australia,17,General Manager,2018,0.0644281208967
105,au,Australia,17,General Manager,2019,0.127825610356
106,au,Australia,17,General Manager,2020,0.332285731518
107,au,Australia,17,General Manager,2021,0.196253960878
108,au,Australia,58,Graphic Designer,2016,0.00960608009994
109,au,Australia,58,Graphic Designer,2017,0.0477288990041
110,au,Australia,58,Graphic Designer,2018,0.0506849278079
111,au,Australia,58,Graphic Designer,2019,0.109340795067
112,au,Australia,58,Graphic Designer,2020,0.125350029549
113,au,Australia,58,Graphic Designer,2021,0.153887441962
114,au,Australia,95,Lecturer,2016,0.0108957704922
115,au,Australia,95,Lecturer,2017,0.034427173749
116,au,Australia,95,Lecturer,2018,0.0627835524592
117,au,Australia,95,Lecturer,2019,0.114903418792
118,au,Australia,95,Lecturer,2020,0.162160582018
119,au,Australia,95,Lecturer,2021,0.166975250323
120,au,Australia,16,Managing Director,2016,0.011033114121
121,au,Australia,16,Managing Director,2017,0.0406016165517
122,au,Australia,16,Managing Director,2018,0.051851214107
123,au,Australia,16,Managing Director,2019,0.0966011908855
124,au,Australia,16,Managing Director,2020,0.21862769305
125,au,Australia,16,Managing Director,2021,0.177452607379
126,au,Australia,156,Marketing Coordinator,2016,0.0349578332874
127,au,Australia,156,Marketing Coordinator,2017,0.101990505999
128,au,Australia,156,Marketing Coordinator,2018,0.134912328088
129,au,Australia,156,Marketing Coordinator,2019,0.234827192097
130,au,Australia,156,Marketing Coordinator,2020,0.234160233689
131,au,Australia,156,Marketing Coordinator,2021,0.252484516113
132,au,Australia,26,Marketing Manager,2016,0.0244336463232
133,au,Australia,26,Marketing Manager,2017,0.0565813369743
134,au,Australia,26,Marketing Manager,2018,0.0696173119661
135,au,Australia,26,Marketing Manager,2019,0.210438676333
136,au,Australia,26,Marketing Manager,2020,0.229581085744
137,au,Australia,26,Marketing Manager,2021,0.261510398234
138,au,Australia,70,Marketing Specialist,2016,0.0525567394066
139,au,Australia,70,Marketing Specialist,2017,0.121371292544
140,au,Australia,70,Marketing Specialist,2018,0.11704543617
141,au,Australia,70,Marketing Specialist,2019,0.179961625387
142,au,Australia,70,Marketing Specialist,2020,0.217353780387
143,au,Australia,70,Marketing Specialist,2021,0.219588460927
144,au,Australia,28,Operations Manager,2016,0.0215378134529
145,au,Australia,28,Operations Manager,2017,0.0617548425028
146,au,Australia,28,Operations Manager,2018,0.0826597417962
147,au,Australia,28,Operations Manager,2019,0.169475722417
148,au,Australia,28,Operations Manager,2020,0.250671026961
149,au,Australia,28,Operations Manager,2021,0.222981013653
150,au,Australia,1,Owner,2016,0.0130193062138
151,au,Australia,1,Owner,2017,0.0517544045821
152,au,Australia,1,Owner,2018,0.0823320303671
153,au,Australia,1,Owner,2019,0.127753430086
154,au,Australia,1,Owner,2020,0.247486501106
155,au,Australia,1,Owner,2021,0.233969019912
156,au,Australia,138,Photographer,2016,0.0112382599101
157,au,Australia,138,Photographer,2017,0.0560307187596
158,au,Australia,138,Photographer,2018,0.0604059934007
159,au,Australia,138,Photographer,2019,0.092451242956
160,au,Australia,138,Photographer,2020,0.14715203836
161,au,Australia,138,Photographer,2021,0.139344184192
162,au,Australia,27,Product Manager,2016,0.0414739468806
163,au,Australia,27,Product Manager,2017,0.13851855182
164,au,Australia,27,Product Manager,2018,0.143510841109
165,au,Australia,27,Product Manager,2019,0.282852882141
166,au,Australia,27,Product Manager,2020,0.316189005236
167,au,Australia,27,Product Manager,2021,0.287601442217
168,au,Australia,78,Project Engineer,2016,0.0204196445153
169,au,Australia,78,Project Engineer,2017,0.0939922694794
170,au,Australia,78,Project Engineer,2018,0.095145330156
171,au,Australia,78,Project Engineer,2019,0.145351002523
172,au,Australia,78,Project Engineer,2020,0.191705345281
173,au,Australia,78,Project Engineer,2021,0.237481379668
174,au,Australia,4,Project Manager,2016,0.00840810182839
175,au,Australia,4,Project Manager,2017,0.0452511225943
176,au,Australia,4,Project Manager,2018,0.0658816348343
177,au,Australia,4,Project Manager,2019,0.156690053931
178,au,Australia,4,Project Manager,2020,0.221304462748
179,au,Australia,4,Project Manager,2021,0.240385290981
180,au,Australia,142,Receptionist,2016,0.0233806024448
181,au,Australia,142,Receptionist,2017,0.0622391759912
182,au,Australia,142,Receptionist,2018,0.058602327312
183,au,Australia,142,Receptionist,2019,0.134415840912
184,au,Australia,142,Receptionist,2020,0.199293876927
185,au,Australia,142,Receptionist,2021,0.205060778074
186,au,Australia,86,Registered Nurse,2016,0.0108135585872
187,au,Australia,86,Registered Nurse,2017,0.0321675147233
188,au,Australia,86,Registered Nurse,2018,0.0467779050314
189,au,Australia,86,Registered Nurse,2019,0.153396472342
190,au,Australia,86,Registered Nurse,2020,0.223607989284
191,au,Australia,86,Registered Nurse,2021,0.29800427511
192,au,Australia,74,Research Assistant,2016,0.0252527241952
193,au,Australia,74,Research Assistant,2017,0.0892846389948
194,au,Australia,74,Research Assistant,2018,0.0863662154415
195,au,Australia,74,Research Assistant,2019,0.15209999134
196,au,Australia,74,Research Assistant,2020,0.219146871278
197,au,Australia,74,Research Assistant,2021,0.227700406777
198,au,Australia,5809,Retail Assistant,2016,0.0298852639667
199,au,Australia,5809,Retail Assistant,2017,0.0836744348824
200,au,Australia,5809,Retail Assistant,2018,0.0679571152657
201,au,Australia,5809,Retail Assistant,2019,0.145699720971
202,au,Australia,5809,Retail Assistant,2020,0.206133841628
203,au,Australia,5809,Retail Assistant,2021,0.219948868672
204,au,Australia,237,Sales Assistant,2016,0.0195115672677
205,au,Australia,237,Sales Assistant,2017,0.0575180791291
206,au,Australia,237,Sales Assistant,2018,0.0455560300202
207,au,Australia,237,Sales Assistant,2019,0.115999074045
208,au,Australia,237,Sales Assistant,2020,0.180475744979
209,au,Australia,237,Sales Assistant,2021,0.226087320414
210,au,Australia,165,Sales Consultant,2016,0.0243400359891
211,au,Australia,165,Sales Consultant,2017,0.137315952782
212,au,Australia,165,Sales Consultant,2018,0.18584441436
213,au,Australia,165,Sales Consultant,2019,0.273291862334
214,au,Australia,165,Sales Consultant,2020,0.512149893225
215,au,Australia,165,Sales Consultant,2021,0.414920727368
216,au,Australia,14,Sales Manager,2016,0.0201612148487
217,au,Australia,14,Sales Manager,2017,0.0555590751048
218,au,Australia,14,Sales Manager,2018,0.0731510336369
219,au,Australia,14,Sales Manager,2019,0.153122271107
220,au,Australia,14,Sales Manager,2020,0.214735067668
221,au,Australia,14,Sales Manager,2021,0.196161937588
222,au,Australia,19,Sales Specialist,2016,0.0407385934955
223,au,Australia,19,Sales Specialist,2017,0.106120766077
224,au,Australia,19,Sales Specialist,2018,0.127122089117
225,au,Australia,19,Sales Specialist,2019,0.177561697971
226,au,Australia,19,Sales Specialist,2020,0.306287278403
227,au,Australia,19,Sales Specialist,2021,0.321776689921
228,au,Australia,535,Salesperson,2016,0.0375925008616
229,au,Australia,535,Salesperson,2017,0.134080102398
230,au,Australia,535,Salesperson,2018,0.155303690566
231,au,Australia,535,Salesperson,2019,0.240631700122
232,au,Australia,535,Salesperson,2020,0.339607989522
233,au,Australia,535,Salesperson,2021,0.339212310275
234,au,Australia,9,Software Engineer,2016,0.0215332578916
235,au,Australia,9,Software Engineer,2017,0.106469418717
236,au,Australia,9,Software Engineer,2018,0.148586687166
237,au,Australia,9,Software Engineer,2019,0.254306495406
238,au,Australia,9,Software Engineer,2020,0.338419837907
239,au,Australia,9,Software Engineer,2021,0.328789394542
240,au,Australia,152,Store Manager,2016,0.0135905194652
241,au,Australia,152,Store Manager,2017,0.0479594768168
242,au,Australia,152,Store Manager,2018,0.0349221170973
243,au,Australia,152,Store Manager,2019,0.0923244284706
244,au,Australia,152,Store Manager,2020,0.127680955073
245,au,Australia,152,Store Manager,2021,0.21687459606
246,au,Australia,3809,Support Associate,2016,0.0550033711257
247,au,Australia,3809,Support Associate,2017,0.155962595587
248,au,Australia,3809,Support Associate,2018,0.191408440413
249,au,Australia,3809,Support Associate,2019,0.372264567792
250,au,Australia,3809,Support Associate,2020,0.513289795586
251,au,Australia,3809,Support Associate,2021,0.488912363753
252,au,Australia,1909,Support Officer,2016,0.053964848876
253,au,Australia,1909,Support Officer,2017,0.209885965826
254,au,Australia,1909,Support Officer,2018,0.175397747955
255,au,Australia,1909,Support Officer,2019,0.320606081669
256,au,Australia,1909,Support Officer,2020,0.403745402233
257,au,Australia,1909,Support Officer,2021,0.409965319584
258,au,Australia,15,Teacher,2016,0.00646072235455
259,au,Australia,15,Teacher,2017,0.038217472515
260,au,Australia,15,Teacher,2018,0.051342988619
261,au,Australia,15,Teacher,2019,0.144402919621
262,au,Australia,15,Teacher,2020,0.324981661958
263,au,Australia,15,Teacher,2021,0.278392719363
264,au,Australia,101,Writer,2016,0.0191133805779
265,au,Australia,101,Writer,2017,0.0646718038569
266,au,Australia,101,Writer,2018,0.0717868198891
267,au,Australia,101,Writer,2019,0.11625050188
268,au,Australia,101,Writer,2020,0.180000792785
269,au,Australia,101,Writer,2021,0.164938295087
270,br,Brazil,20,Account Executive,2016,0.0173042571696
271,br,Brazil,20,Account Executive,2017,0.0760338974619
272,br,Brazil,20,Account Executive,2018,0.12467828391
273,br,Brazil,20,Account Executive,2019,0.369672879526
274,br,Brazil,20,Account Executive,2020,0.423157174251
275,br,Brazil,20,Account Executive,2021,0.432253738129
276,br,Brazil,11,Account Manager,2016,0.017773809208
277,br,Brazil,11,Account Manager,2017,0.107639203574
278,br,Brazil,11,Account Manager,2018,0.1639204375
279,br,Brazil,11,Account Manager,2019,0.302632555636
280,br,Brazil,11,Account Manager,2020,0.45831952578
281,br,Brazil,11,Account Manager,2021,0.438693157834
282,br,Brazil,40,Accountant,2016,0.0163456376612
283,br,Brazil,40,Accountant,2017,0.0610029666095
284,br,Brazil,40,Accountant,2018,0.0926464400337
285,br,Brazil,40,Accountant,2019,0.306659430959
286,br,Brazil,40,Accountant,2020,0.367027725205
287,br,Brazil,40,Accountant,2021,0.338025503574
288,br,Brazil,1607,Accounting Analyst,2016,0.0170175443354
289,br,Brazil,1607,Accounting Analyst,2017,0.0782416818474
290,br,Brazil,1607,Accounting Analyst,2018,0.109141286577
291,br,Brazil,1607,Accounting Analyst,2019,0.339705018348
292,br,Brazil,1607,Accounting Analyst,2020,0.306381251527
293,br,Brazil,1607,Accounting Analyst,2021,0.349000580936
294,br,Brazil,720,Accounting Assistant,2016,0.0255886497043
295,br,Brazil,720,Accounting Assistant,2017,0.0661104025494
296,br,Brazil,720,Accounting Assistant,2018,0.114616790226
297,br,Brazil,720,Accounting Assistant,2019,0.275841140454
298,br,Brazil,720,Accounting Assistant,2020,0.334918234924
299,br,Brazil,720,Accounting Assistant,2021,0.319092570965
300,br,Brazil,3272,Administrative Analyst,2016,0.0131951403849
301,br,Brazil,3272,Administrative Analyst,2017,0.056755913489
302,br,Brazil,3272,Administrative Analyst,2018,0.0906612960221
303,br,Brazil,3272,Administrative Analyst,2019,0.265809119241
304,br,Brazil,3272,Administrative Analyst,2020,0.429926019127
305,br,Brazil,3272,Administrative Analyst,2021,0.464950629616
306,br,Brazil,30,Administrative Assistant,2016,0.0124825053231
307,br,Brazil,30,Administrative Assistant,2017,0.0709284189751
308,br,Brazil,30,Administrative Assistant,2018,0.0993166699238
309,br,Brazil,30,Administrative Assistant,2019,0.248511757489
310,br,Brazil,30,Administrative Assistant,2020,0.528712403905
311,br,Brazil,30,Administrative Assistant,2021,0.456297925078
312,br,Brazil,2015,Administrative Associate,2016,0.0125237006944
313,br,Brazil,2015,Administrative Associate,2017,0.0608214181353
314,br,Brazil,2015,Administrative Associate,2018,0.110195655286
315,br,Brazil,2015,Administrative Associate,2019,0.249936166721
316,br,Brazil,2015,Administrative Associate,2020,0.531567084138
317,br,Brazil,2015,Administrative Associate,2021,0.4708696681
318,br,Brazil,655,Administrative Coordinator,2016,0.0153664150232
319,br,Brazil,655,Administrative Coordinator,2017,0.0994981221073
320,br,Brazil,655,Administrative Coordinator,2018,0.113983211699
321,br,Brazil,655,Administrative Coordinator,2019,0.288142250699
322,br,Brazil,655,Administrative Coordinator,2020,0.511937591411
323,br,Brazil,655,Administrative Coordinator,2021,0.486711700897
324,br,Brazil,482,Administrative Manager,2016,0.0121522977935
325,br,Brazil,482,Administrative Manager,2017,0.0570082034057
326,br,Brazil,482,Administrative Manager,2018,0.103167985003
327,br,Brazil,482,Administrative Manager,2019,0.229533313553
328,br,Brazil,482,Administrative Manager,2020,0.521957027308
329,br,Brazil,482,Administrative Manager,2021,0.469166425886
330,br,Brazil,1173,Administrative Specialist,2016,0.0176852550042
331,br,Brazil,1173,Administrative Specialist,2017,0.077529448522
332,br,Brazil,1173,Administrative Specialist,2018,0.123129201725
333,br,Brazil,1173,Administrative Specialist,2019,0.260866026076
334,br,Brazil,1173,Administrative Specialist,2020,0.503926934624
335,br,Brazil,1173,Administrative Specialist,2021,0.460224704984
336,br,Brazil,1816,Administrative Supervisor,2016,0.0215202852212
337,br,Brazil,1816,Administrative Supervisor,2017,0.092756825519
338,br,Brazil,1816,Administrative Supervisor,2018,0.133067220293
339,br,Brazil,1816,Administrative Supervisor,2019,0.271949743194
340,br,Brazil,1816,Administrative Supervisor,2020,0.526817038085
341,br,Brazil,1816,Administrative Supervisor,2021,0.493192252387
342,br,Brazil,72,Architect,2016,0.0093990060944
343,br,Brazil,72,Architect,2017,0.0440168180866
344,br,Brazil,72,Architect,2018,0.0676501357724
345,br,Brazil,72,Architect,2019,0.130172020875
346,br,Brazil,72,Architect,2020,0.137036908666
347,br,Brazil,72,Architect,2021,0.188537095501
348,br,Brazil,90,Art Director,2016,0.0124778810133
349,br,Brazil,90,Art Director,2017,0.0328705812555
350,br,Brazil,90,Art Director,2018,0.0635501416668
351,br,Brazil,90,Art Director,2019,0.11649257654
352,br,Brazil,90,Art Director,2020,0.169172147755
353,br,Brazil,90,Art Director,2021,0.248346189601
354,br,Brazil,52,Attorney,2016,0.00723138331267
355,br,Brazil,52,Attorney,2017,0.0610376426863
356,br,Brazil,52,Attorney,2018,0.0633312936497
357,br,Brazil,52,Attorney,2019,0.142499310124
358,br,Brazil,52,Attorney,2020,0.237413034606
359,br,Brazil,52,Attorney,2021,0.279507363882
360,br,Brazil,149,Auditor,2016,0.0164247022363
361,br,Brazil,149,Auditor,2017,0.0626971121529
362,br,Brazil,149,Auditor,2018,0.0862198244338
363,br,Brazil,149,Auditor,2019,0.110022361092
364,br,Brazil,149,Auditor,2020,0.25166537374
365,br,Brazil,149,Auditor,2021,0.198585384135
366,br,Brazil,29,Business Analyst,2016,0.0193986790745
367,br,Brazil,29,Business Analyst,2017,0.0903305721197
368,br,Brazil,29,Business Analyst,2018,0.147508162694
369,br,Brazil,29,Business Analyst,2019,0.340641545297
370,br,Brazil,29,Business Analyst,2020,0.43575617475
371,br,Brazil,29,Business Analyst,2021,0.424878181468
372,br,Brazil,193,Business Consultant,2016,0.0105599746189
373,br,Brazil,193,Business Consultant,2017,0.0844471447437
374,br,Brazil,193,Business Consultant,2018,0.117495918461
375,br,Brazil,193,Business Consultant,2019,0.288381995989
376,br,Brazil,193,Business Consultant,2020,0.450849487202
377,br,Brazil,193,Business Consultant,2021,0.445375031225
378,br,Brazil,2336,Business Intelligence Analyst,2016,0.0568387838313
379,br,Brazil,2336,Business Intelligence Analyst,2017,0.19863490967
380,br,Brazil,2336,Business Intelligence Analyst,2018,0.255718475641
381,br,Brazil,2336,Business Intelligence Analyst,2019,0.334687129733
382,br,Brazil,2336,Business Intelligence Analyst,2020,0.382538829301
383,br,Brazil,2336,Business Intelligence Analyst,2021,0.364822150328
384,br,Brazil,88,Business Manager,2016,0.012588331656
385,br,Brazil,88,Business Manager,2017,0.0843965436251
386,br,Brazil,88,Business Manager,2018,0.151753596374
387,br,Brazil,88,Business Manager,2019,0.278042662217
388,br,Brazil,88,Business Manager,2020,0.404222758096
389,br,Brazil,88,Business Manager,2021,0.42927802063
390,br,Brazil,1566,Business Specialist,2016,0.0210990390987
391,br,Brazil,1566,Business Specialist,2017,0.0679723393036
392,br,Brazil,1566,Business Specialist,2018,0.081659575722
393,br,Brazil,1566,Business Specialist,2019,0.155218827159
394,br,Brazil,1566,Business Specialist,2020,0.397796628346
395,br,Brazil,1566,Business Specialist,2021,0.415123128315
396,br,Brazil,104,Buyer,2016,0.0126574043759
397,br,Brazil,104,Buyer,2017,0.0715604664722
398,br,Brazil,104,Buyer,2018,0.122719732818
399,br,Brazil,104,Buyer,2019,0.350230127369
400,br,Brazil,104,Buyer,2020,0.413051785191
401,br,Brazil,104,Buyer,2021,0.499272316338
402,br,Brazil,246,Cashier,2016,0.0223843849424
403,br,Brazil,246,Cashier,2017,0.113229857462
404,br,Brazil,246,Cashier,2018,0.173972457955
405,br,Brazil,246,Cashier,2019,0.341898021103
406,br,Brazil,246,Cashier,2020,0.49848787241
407,br,Brazil,246,Cashier,2021,0.541246281636
408,br,Brazil,8,Chief Executive Officer,2016,0.0120120931171
409,br,Brazil,8,Chief Executive Officer,2017,0.050357674582
410,br,Brazil,8,Chief Executive Officer,2018,0.0763977384854
411,br,Brazil,8,Chief Executive Officer,2019,0.152741534789
412,br,Brazil,8,Chief Executive Officer,2020,0.355740210667
413,br,Brazil,8,Chief Executive Officer,2021,0.308047156986
414,br,Brazil,389,Civil Engineer,2016,0.0107848810774
415,br,Brazil,389,Civil Engineer,2017,0.0321341931968
416,br,Brazil,389,Civil Engineer,2018,0.0453869084131
417,br,Brazil,389,Civil Engineer,2019,0.0976295742184
418,br,Brazil,389,Civil Engineer,2020,0.157740237715
419,br,Brazil,389,Civil Engineer,2021,0.197734866049
420,br,Brazil,25521,Civil Engineering Professional,2016,0.0164083748805
421,br,Brazil,25521,Civil Engineering Professional,2017,0.0535245481798
422,br,Brazil,25521,Civil Engineering Professional,2018,0.096330919128
423,br,Brazil,25521,Civil Engineering Professional,2019,0.147297491496
424,br,Brazil,25521,Civil Engineering Professional,2020,0.161958849365
425,br,Brazil,25521,Civil Engineering Professional,2021,0.175951264781
426,br,Brazil,1795,Clinical Psychologist,2016,0.0159040939661
427,br,Brazil,1795,Clinical Psychologist,2017,0.0504296543586
428,br,Brazil,1795,Clinical Psychologist,2018,0.086863814058
429,br,Brazil,1795,Clinical Psychologist,2019,0.142252604017
430,br,Brazil,1795,Clinical Psychologist,2020,0.211429530601
431,br,Brazil,1795,Clinical Psychologist,2021,0.205350845662
432,br,Brazil,103,Co-Founder,2016,0.0307337947536
433,br,Brazil,103,Co-Founder,2017,0.0835793407771
434,br,Brazil,103,Co-Founder,2018,0.106345899146
435,br,Brazil,103,Co-Founder,2019,0.193724687163
436,br,Brazil,103,Co-Founder,2020,0.246189330522
437,br,Brazil,103,Co-Founder,2021,0.287591902883
438,br,Brazil,17518,College Teacher,2016,0.0232490981523
439,br,Brazil,17518,College Teacher,2017,0.0940899352388
440,br,Brazil,17518,College Teacher,2018,0.138174323947
441,br,Brazil,17518,College Teacher,2019,0.228001774807
442,br,Brazil,17518,College Teacher,2020,0.373057251399
443,br,Brazil,17518,College Teacher,2021,0.358664347552
444,br,Brazil,1227,Commerce Specialist,2016,0.0158442068962
445,br,Brazil,1227,Commerce Specialist,2017,0.0651184376712
446,br,Brazil,1227,Commerce Specialist,2018,0.0829088664316
447,br,Brazil,1227,Commerce Specialist,2019,0.221679638187
448,br,Brazil,1227,Commerce Specialist,2020,0.43541232062
449,br,Brazil,1227,Commerce Specialist,2021,0.40556173528
450,br,Brazil,5269,Commercial Agent,2016,0.0108966151162
451,br,Brazil,5269,Commercial Agent,2017,0.0705336300083
452,br,Brazil,5269,Commercial Agent,2018,0.100771721064
453,br,Brazil,5269,Commercial Agent,2019,0.339328334638
454,br,Brazil,5269,Commercial Agent,2020,0.562768142209
455,br,Brazil,5269,Commercial Agent,2021,0.486120308001
456,br,Brazil,2843,Commercial Analyst,2016,0.0138175300693
457,br,Brazil,2843,Commercial Analyst,2017,0.0808938602739
458,br,Brazil,2843,Commercial Analyst,2018,0.120825042828
459,br,Brazil,2843,Commercial Analyst,2019,0.285257928053
460,br,Brazil,2843,Commercial Analyst,2020,0.383281040529
461,br,Brazil,2843,Commercial Analyst,2021,0.405335991192
462,br,Brazil,1463,Commercial Assistant,2016,0.0159857129005
463,br,Brazil,1463,Commercial Assistant,2017,0.0887125428905
464,br,Brazil,1463,Commercial Assistant,2018,0.129629505282
465,br,Brazil,1463,Commercial Assistant,2019,0.343434006642
466,br,Brazil,1463,Commercial Assistant,2020,0.531161588392
467,br,Brazil,1463,Commercial Assistant,2021,0.44860159681
468,br,Brazil,5559,Commercial Coordinator,2016,0.0147490704683
469,br,Brazil,5559,Commercial Coordinator,2017,0.0764099025391
470,br,Brazil,5559,Commercial Coordinator,2018,0.110984294037
471,br,Brazil,5559,Commercial Coordinator,2019,0.264465444608
472,br,Brazil,5559,Commercial Coordinator,2020,0.413347125592
473,br,Brazil,5559,Commercial Coordinator,2021,0.388038789118
474,br,Brazil,317,Commercial Director,2016,0.0098076602292
475,br,Brazil,317,Commercial Director,2017,0.0509245843953
476,br,Brazil,317,Commercial Director,2018,0.074181475089
477,br,Brazil,317,Commercial Director,2019,0.112505262767
478,br,Brazil,317,Commercial Director,2020,0.241158978216
479,br,Brazil,317,Commercial Director,2021,0.294581680835
480,br,Brazil,265,Commercial Manager,2016,0.0117499157922
481,br,Brazil,265,Commercial Manager,2017,0.0634342299622
482,br,Brazil,265,Commercial Manager,2018,0.0844710731175
483,br,Brazil,265,Commercial Manager,2019,0.211637909793
484,br,Brazil,265,Commercial Manager,2020,0.315557516779
485,br,Brazil,265,Commercial Manager,2021,0.354661857888
486,br,Brazil,10284,Commercial Supervisor,2016,0.0192069742152
487,br,Brazil,10284,Commercial Supervisor,2017,0.096346681048
488,br,Brazil,10284,Commercial Supervisor,2018,0.121390521353
489,br,Brazil,10284,Commercial Supervisor,2019,0.307675168532
